Word,Plays,AvgScorePerPlay,AvgScorePerGame,WinRate
HOLEY,27037,40.79,0.02218130,0.5059
LIATRIS,15490,71.19,0.02217939,0.5721
HAIQUES,17140,64.32,0.02217410,0.5809
SNARLIER,15692,70.25,0.02217239,0.5460
GRANITA,16022,68.78,0.02216636,0.5596
ADOPTEE,15953,69.08,0.02216533,0.5986
WENCH,29572,37.26,0.02216302,0.4921
ERHU,39541,27.87,0.02216266,0.4604
BAJAN,29772,37.00,0.02215876,0.5022
NITRATOR,16084,68.48,0.02215423,0.5485
JOWARIS,19558,56.32,0.02215381,0.5478
LEANEST,14310,76.96,0.02215256,0.5910
WINTERED,14350,76.75,0.02215240,0.5873
ANTILIFE,14979,73.51,0.02214749,0.5769
VOTIVE,36392,30.26,0.02214673,0.4447
TOUSTIE,15638,70.39,0.02214168,0.5760
DOUM,38109,28.88,0.02214005,0.4713
KEFIR,28575,38.52,0.02213997,0.4938
MILT,44491,24.74,0.02213836,0.4472
UNIDEAED,15120,72.79,0.02213772,0.5895
COENOBIA,15021,73.26,0.02213408,0.5968
POUKE,30656,35.89,0.02212766,0.4916
SAU,50234,21.90,0.02212680,0.4726
VOITURE,21455,51.27,0.02212547,0.5193
ADAGIO,42642,25.79,0.02212201,0.4419
INHERIT,16779,65.55,0.02212126,0.5473
NOILIEST,16739,65.70,0.02212012,0.5500
TOASTER,14387,76.44,0.02211893,0.5803
GRIMY,31661,34.73,0.02211617,0.4936
MINI,49652,22.14,0.02211547,0.4325
ZOFTIG,23927,45.95,0.02211388,0.5121
AVALE,33403,32.91,0.02211348,0.4764
OUTFIRE,16971,64.78,0.02211340,0.5587
SAUNTER,14308,76.84,0.02211263,0.5821
TREYF,28718,38.28,0.02211151,0.5005
PROM,34621,31.75,0.02211026,0.4819
TAILYES,14139,77.74,0.02210819,0.6061
ARYL,33468,32.84,0.02210815,0.4804
RAHUI,41292,26.62,0.02210535,0.4397
YIRRS,24747,44.41,0.02210397,0.5165
SNEB,29201,37.63,0.02210222,0.4914
COWAN,35529,30.93,0.02210063,0.4784
PIONY,31366,35.03,0.02209837,0.4948
CHOUX,24409,45.00,0.02209335,0.5316
UNWRITE,18275,60.10,0.02209312,0.5436
BUTT,50279,21.85,0.02209296,0.4458
TONK,35112,31.28,0.02209182,0.4772
YELT,35516,30.92,0.02209131,0.4687
ECHO,34796,31.56,0.02209093,0.4750
FRANCO,30310,36.23,0.02209041,0.4884
DOUAR,43964,24.98,0.02208975,0.4285
VENAL,38936,28.21,0.02208906,0.4658
INTERACT,14326,76.62,0.02207732,0.5671
WITHY,27296,40.21,0.02207615,0.5092
JIBBA,26848,40.87,0.02207019,0.5092
SAINTED,13582,80.78,0.02206917,0.6068
IDEAL,35399,30.99,0.02206565,0.4614
ORCA,32392,33.86,0.02206281,0.4827
DARAF,31070,35.30,0.02206269,0.4770
AUTODYNE,14442,75.95,0.02206235,0.6177
AMIS,26092,42.03,0.02205738,0.5148
SERAGLIO,14441,75.93,0.02205481,0.5877
COSY,26031,42.12,0.02205304,0.5143
PEGHS,22898,47.88,0.02205157,0.5277
ENZYM,23143,47.36,0.02204694,0.5341
WHITY,27493,39.86,0.02204473,0.5196
BORACITE,13806,79.38,0.02204260,0.6006
ICTERINE,14483,75.66,0.02204077,0.5698
ATONIA,47977,22.84,0.02204055,0.4071
AGNOSIA,15181,72.18,0.02203920,0.5947
TWINIER,17753,61.72,0.02203765,0.5413
EUCAINS,14565,75.21,0.02203479,0.5945
CALIF,32527,33.68,0.02203459,0.4854
ESCALIER,15431,70.97,0.02202886,0.5563
EROTEMAS,14782,74.08,0.02202615,0.5729
HATH,28892,37.90,0.02202472,0.5008
OURARIS,16411,66.72,0.02202444,0.5853
STIRRED,14711,74.42,0.02202184,0.5857
BIRO,41849,26.16,0.02202142,0.4473
OUTRATE,16875,64.87,0.02201977,0.5684
WALY,29320,37.32,0.02201174,0.5080
HUNK,31385,34.87,0.02201138,0.4984
SYNEDRIA,13902,78.71,0.02200985,0.5938
ECURIES,15093,72.50,0.02200977,0.5879
ENTITLE,16840,64.98,0.02200937,0.5627
OOGENIES,15454,70.80,0.02200855,0.5772
REJOIN,25750,42.49,0.02200828,0.4801
AVOIDANT,15141,72.26,0.02200710,0.6012
STERNED,14229,76.89,0.02200589,0.5910
YUGAS,22859,47.86,0.02200543,0.5313
OXTAIL,26014,42.05,0.02200489,0.5005
CLEVE,37292,29.34,0.02200464,0.4615
BUNG,45170,24.21,0.02200004,0.4636
LEPORINE,14842,73.69,0.02199923,0.5812
SNOTRAG,14444,75.71,0.02199573,0.6053
VIRAGOES,14152,77.27,0.02199485,0.6067
BOFF,34778,31.44,0.02199151,0.4942
KLOOF,30794,35.51,0.02199149,0.4991
POURIE,37608,29.07,0.02199054,0.4481
ELECTION,15393,71.02,0.02199016,0.5773
NIGH,33834,32.31,0.02198676,0.4584
NIFTY,32746,33.37,0.02198208,0.4827
ACIDIER,16260,67.21,0.02198165,0.5645
AIRDATES,13976,78.19,0.02198109,0.5841
GLIADINE,15083,72.45,0.02197962,0.5771
KIEVES,20498,53.31,0.02197918,0.5406
BALD,39891,27.39,0.02197799,0.4733
THAT,37684,29.00,0.02197753,0.4663
INDUCIAE,14777,73.93,0.02197508,0.6003
ACETONES,14706,74.28,0.02197194,0.5769
HAKE,27257,40.08,0.02197162,0.5086
IRRITATE,15938,68.54,0.02197103,0.5330
TWINERS,14103,77.45,0.02197029,0.5819
ALOUD,41241,26.49,0.02197003,0.4492
VINTAGER,14596,74.82,0.02196490,0.5858
VERITAS,13364,81.71,0.02196458,0.5964
PLOY,30393,35.93,0.02196196,0.5018
IDEALIST,14922,73.17,0.02195977,0.5669
WYLED,29620,36.84,0.02195118,0.5094
BIGS,24387,44.75,0.02194997,0.5196
MISO,31703,34.42,0.02194867,0.4873
GOARY,32259,33.82,0.02194577,0.4953
EARTHIER,13827,78.90,0.02194304,0.5852
DAZED,24606,44.33,0.02194223,0.5144
WOOZY,23258,46.90,0.02194137,0.5396
BLINY,33500,32.56,0.02193732,0.4936
AGISTOR,14525,75.08,0.02193509,0.5857
KUNA,35411,30.80,0.02193493,0.4737
ORNATELY,14446,75.48,0.02193227,0.6029
VIDAME,30281,36.01,0.02193163,0.4748
KESH,22659,48.12,0.02193054,0.5392
ENDORSEE,16238,67.14,0.02192873,0.5570
EQUIPES,18520,58.85,0.02192234,0.5560
CLIP,39902,27.31,0.02191894,0.4563
JOSS,22448,48.54,0.02191488,0.5458
FINED,29702,36.68,0.02191216,0.4782
TUINA,51831,21.02,0.02191105,0.4111
DUMP,38016,28.65,0.02190920,0.4828
REDISTIL,15094,72.16,0.02190876,0.5623
BREY,29424,37.02,0.02190699,0.4972
SONDAGE,14149,76.98,0.02190679,0.6273
SABOTIER,13983,77.89,0.02190601,0.5959
ACARINE,15819,68.85,0.02190524,0.5556
INEARTH,14592,74.63,0.02190494,0.5701
BUNA,39626,27.48,0.02190331,0.4634
AERIED,31914,34.12,0.02190136,0.4739
BONGO,35824,30.39,0.02190112,0.4809
ANEURINS,15464,70.40,0.02189780,0.5619
LUXED,29832,36.49,0.02189716,0.4951
BEARE,38010,28.64,0.02189269,0.4537
VENEWE,33421,32.57,0.02189104,0.4669
CION,37572,28.97,0.02189030,0.4592
TRIZONE,13489,80.67,0.02188686,0.6238
BOSH,26370,41.26,0.02188577,0.5280
TRIJET,29430,36.97,0.02188569,0.4473
ODALIQUE,12669,85.88,0.02188493,0.6406
ROBINIA,18366,59.24,0.02188400,0.5487
EYELIAD,15395,70.67,0.02188308,0.6064
KANE,30620,35.53,0.02188090,0.4951
YUCH,30649,35.49,0.02187962,0.5038
AVIATION,15108,72.00,0.02187915,0.5903
BUFOS,23413,46.46,0.02187728,0.5340
YARR,36146,30.09,0.02187702,0.4718
NOUT,46706,23.28,0.02187404,0.4418
PYOT,31526,34.50,0.02187376,0.4825
VIAS,31428,34.60,0.02187063,0.4860
MOHUA,34119,31.87,0.02186859,0.4770
TORNADIC,14170,76.71,0.02186288,0.6018
TELD,43050,25.25,0.02186198,0.4646
VAUNTY,32455,33.48,0.02185844,0.4772
BREVIATE,13093,83.00,0.02185759,0.6318
OFTENER,16021,67.82,0.02185391,0.5812
FOLIAGE,16995,63.92,0.02185099,0.5897
MOPED,31033,35.01,0.02185087,0.4919
REBITES,14217,76.41,0.02185019,0.5795
KNEAD,27872,38.97,0.02184838,0.4980
ENEMY,29888,36.34,0.02184687,0.4934
CAXON,27466,39.54,0.02184359,0.5092
WOOPIE,35609,30.50,0.02184283,0.4549
DUKE,31932,34.01,0.02184164,0.4889
VEAL,38299,28.35,0.02184072,0.4601
GEODETIC,14314,75.86,0.02184023,0.6101
YUZUS,21053,51.57,0.02183917,0.5425
RABATINE,14496,74.89,0.02183619,0.5692
BEYS,22321,48.64,0.02183607,0.5340
CARVY,31904,34.02,0.02183171,0.4862
DIANE,41040,26.45,0.02183160,0.4475
KOHL,30398,35.70,0.02182981,0.5031
IAMB,33421,32.47,0.02182949,0.4725
TEMP,36282,29.91,0.02182827,0.4674
MOBIE,34348,31.59,0.02182561,0.4567
WYNS,26433,41.04,0.02182125,0.5199
SAIQUE,21792,49.78,0.02182044,0.4912
PIAL,34483,31.46,0.02181807,0.4692
GODET,39909,27.18,0.02181606,0.4490
BASTIDE,13546,80.07,0.02181489,0.6242
INVADES,13776,78.72,0.02181272,0.6202
PANT,38703,28.01,0.02180586,0.4638
OZEKIS,19590,55.34,0.02180528,0.5513
NAVVY,35539,30.50,0.02180397,0.4744
BEADY,27306,39.70,0.02180242,0.5115
FETOR,30381,35.68,0.02180075,0.4591
UNDERLIT,15268,70.99,0.02179962,0.5723
RAINWEAR,14711,73.67,0.02179894,0.5847
BARONIES,14290,75.83,0.02179691,0.5789
DEMOI,35526,30.50,0.02179681,0.4595
OUTDRIVE,13958,77.64,0.02179673,0.6065
NONG,51190,21.16,0.02179146,0.4479
VICHY,28548,37.95,0.02179077,0.4979
CAGOT,40041,27.05,0.02178581,0.4614
NEDS,26300,41.18,0.02178414,0.5082
HURL,44371,24.41,0.02178339,0.4529
ENACTION,14331,75.56,0.02178166,0.5858
MIGS,23666,45.76,0.02178054,0.5212
EGALITES,14915,72.60,0.02178007,0.5745
GYNO,35166,30.79,0.02177838,0.4803
LIFT,44753,24.19,0.02177826,0.4519
SEG,41314,26.20,0.02177537,0.4920
ADENINES,14784,73.23,0.02177525,0.5701
BUNJY,27989,38.68,0.02177446,0.5084
FRIZED,23696,45.68,0.02177269,0.5162
AEONS,26238,41.25,0.02177215,0.5015
ERMINES,14075,76.89,0.02176879,0.5952
MOTZA,23384,46.28,0.02176811,0.5320
TRILD,56181,19.26,0.02176615,0.4267
TRIDARNS,15278,70.83,0.02176471,0.5632
CROFT,36885,29.33,0.02176231,0.4601
TELOGEN,17338,62.40,0.02176119,0.5734
ZACKS,19348,55.91,0.02175926,0.5595
REPTILIA,14625,73.97,0.02175883,0.5786
FINCA,32376,33.40,0.02175232,0.4748
RAINCOAT,14596,74.08,0.02174841,0.5783
DILATION,15518,69.67,0.02174542,0.5867
SNARLER,15097,71.61,0.02174467,0.5879
VARIETAL,14578,74.15,0.02174131,0.5760
READVISE,13024,82.99,0.02174075,0.6145
NOSEDIVE,13687,78.97,0.02173995,0.6097
LOMA,36902,29.29,0.02173820,0.4699
INTERROW,14472,74.67,0.02173618,0.5773
VISON,32755,32.99,0.02173377,0.4680
AUTODIAL,15627,69.13,0.02172937,0.5925
KANZU,22982,47.00,0.02172818,0.5336
POUFS,21946,49.22,0.02172792,0.5294
WAKE,27021,39.98,0.02172786,0.5006
BEGIFT,34615,31.20,0.02172156,0.4599
SEPTORIA,13796,78.27,0.02172027,0.5854
BUNDT,45197,23.89,0.02171563,0.4478
JOUKS,21064,51.25,0.02171557,0.5459
TRAINER,15784,68.39,0.02171342,0.5485
LIEGE,46513,23.21,0.02171191,0.4219
LEAFY,28879,37.38,0.02171074,0.4995
GENIE,43658,24.72,0.02170963,0.4179
BLOND,45066,23.95,0.02170887,0.4553
GENUA,38935,27.72,0.02170857,0.4464
ZINGED,21245,50.80,0.02170712,0.5302
TELETRON,15619,69.09,0.02170515,0.5607
MEDS,25948,41.59,0.02170487,0.5129
ILIAC,41187,26.20,0.02170463,0.4528
TRIAGES,13735,78.56,0.02170272,0.5837
RENEY,31713,34.02,0.02170171,0.4676
CEDE,39056,27.62,0.02169893,0.4546
GLEEK,31575,34.16,0.02169767,0.4881
INSOFAR,14187,76.03,0.02169523,0.6141
RENVOI,30517,35.34,0.02169360,0.4632
ARRASENE,15411,69.98,0.02169298,0.5540
HOLK,31110,34.67,0.02169256,0.5083
FLAT,39442,27.34,0.02169002,0.4652
AGAROSE,14914,72.30,0.02168777,0.5994
PAVER,25875,41.67,0.02168628,0.4909
TANAGER,15630,68.96,0.02168087,0.5563
RIANCIES,14242,75.68,0.02168015,0.5553
FLEGS,26131,41.25,0.02167844,0.5100
TALIONS,14521,74.22,0.02167783,0.5829
KNUR,35044,30.75,0.02167427,0.4755
COGITATE,14644,73.58,0.02167158,0.5911
SWEE,24754,43.52,0.02167079,0.5117
ZEROED,21368,50.42,0.02166870,0.5308
WADIS,22935,46.97,0.02166573,0.5230
INTERBED,14315,75.22,0.02165690,0.5793
XYLEM,22460,47.93,0.02165434,0.5443
CAGED,32240,33.39,0.02165354,0.4691
TINT,55083,19.54,0.02165317,0.4413
DEWANIS,13704,78.54,0.02165000,0.6131
DEVOTION,14608,73.68,0.02164986,0.6041
GREASIER,15044,71.54,0.02164776,0.5529
CENOBITE,13992,76.91,0.02164485,0.6061
RIZAS,25238,42.64,0.02164481,0.5006
ALEATORY,14369,74.88,0.02164014,0.6118
HYMN,30703,35.02,0.02162773,0.5040
DINGOES,13928,77.19,0.02162355,0.6125
BOVINES,16502,65.14,0.02162125,0.5916
ALIUNDE,16152,66.54,0.02161769,0.5754
AKAS,24707,43.50,0.02161649,0.5191
DELAINES,14433,74.44,0.02160999,0.5778
FEAGUE,36229,29.65,0.02160713,0.4509
HEVEA,31642,33.95,0.02160438,0.4790
LIQUID,28210,38.07,0.02160182,0.4723
VAUDOO,42534,25.25,0.02160068,0.4467
MODGE,35685,30.09,0.02160056,0.4849
RETSINA,14183,75.72,0.02159991,0.5473
BERE,35674,30.10,0.02159943,0.4711
YETIS,22435,47.87,0.02159941,0.5217
BARONET,14910,72.01,0.02159645,0.5974
NEGATIVE,13686,78.45,0.02159589,0.6054
ANOXIA,28282,37.96,0.02159386,0.4809
BEATIER,15560,69.00,0.02159350,0.5647
DOVE,38859,27.63,0.02159195,0.4731
GRIP,41579,25.82,0.02159193,0.4520
ACETOSE,14382,74.64,0.02159159,0.6013
RETILED,15470,69.39,0.02159126,0.5762
LEND,54149,19.82,0.02158931,0.4412
GRAVS,28634,37.48,0.02158861,0.4862
INVAR,43977,24.40,0.02158412,0.4341
EMBOG,34347,31.24,0.02158264,0.4777
TARTANE,15598,68.79,0.02158191,0.5508
ODORISE,14629,73.34,0.02157938,0.5931
HOYED,26548,40.41,0.02157723,0.5183
PREUNITE,14784,72.54,0.02157077,0.5708
INNATIVE,14600,73.45,0.02156840,0.5743
WAES,25068,42.78,0.02156799,0.5061
ISOLINE,15091,71.05,0.02156486,0.6008
AALIIS,19946,53.75,0.02156399,0.5362
CAUK,31267,34.29,0.02156355,0.4887
ARBA,31862,33.64,0.02156144,0.4901
FIDOS,21853,49.05,0.02156041,0.5365
QUEZAL,18733,57.21,0.02155693,0.5611
RETAPING,13306,80.54,0.02155619,0.6000
OWLS,22777,47.05,0.02155506,0.5270
INTIMAE,15520,69.05,0.02155448,0.5663
KREATINE,13171,81.36,0.02155355,0.5969
RENEAGUE,15311,69.98,0.02155059,0.5710
NEMATOID,13870,77.24,0.02154892,0.6039
TRYP,36544,29.32,0.02154796,0.4720
BOIS,24555,43.62,0.02154549,0.5159
DIVALENT,14037,76.31,0.02154488,0.6050
TEABOX,23755,45.09,0.02154325,0.5120
FOGIES,20177,53.06,0.02153235,0.5392
KRAY,25404,42.14,0.02153177,0.5152
RYOT,36977,28.95,0.02153149,0.4556
RINGETTE,14335,74.67,0.02152901,0.5614
FAVOUR,36785,29.10,0.02152728,0.4557
DRAG,39757,26.92,0.02152435,0.4641
AURIFIED,14504,73.78,0.02152392,0.6059
EARD,32371,33.06,0.02152294,0.4818
ORIBATID,14619,73.19,0.02152237,0.5963
HEAR,30481,35.10,0.02152225,0.4832
ATEBRINS,13901,76.97,0.02152187,0.5752
VEXING,27444,38.99,0.02152157,0.4901
AREAD,38943,27.47,0.02151930,0.4539
DOREE,40855,26.19,0.02151889,0.4439
AWKS,21482,49.80,0.02151729,0.5364
FRONTAGE,13913,76.88,0.02151346,0.6066
DEATH,27182,39.35,0.02151186,0.4841
MAZEY,20823,51.36,0.02151083,0.5584
INOTROPE,14884,71.85,0.02150940,0.5756
FEIS,29349,36.43,0.02150638,0.4711
FONLY,30991,34.49,0.02150156,0.4987
TEENTIER,15207,70.30,0.02150146,0.5430
EVIL,46758,22.86,0.02150001,0.4365
YINDIE,33599,31.81,0.02149520,0.4526
OUTWEAR,17012,62.81,0.02149275,0.5730
ARAK,30393,35.16,0.02149152,0.4839
STINGER,13849,77.14,0.02148730,0.5692
GOWKS,21254,50.26,0.02148703,0.5389
DIAGNOSE,13429,79.55,0.02148581,0.6101
GWINE,31609,33.79,0.02148492,0.4649
LAETRILE,15036,71.02,0.02147965,0.5568
EXPEL,23509,45.43,0.02147949,0.5225
HOPER,27966,38.19,0.02147945,0.4932
OREXIN,24603,43.39,0.02147336,0.4900
PROVE,33606,31.77,0.02147285,0.4695
RANGIORA,15043,70.97,0.02147263,0.5786
LITAI,54075,19.74,0.02147028,0.4044
CORONAE,16841,63.38,0.02146972,0.5759
WRATH,29350,36.37,0.02146939,0.4864
GELATION,16135,66.14,0.02146519,0.5529
SCRY,26003,41.03,0.02146135,0.5030
DOVETAIL,13919,76.65,0.02145978,0.6220
ARGININE,14991,71.15,0.02145429,0.5518
KNOUT,33571,31.77,0.02145401,0.4775
YBORE,28872,36.94,0.02145246,0.4985
SIXAINE,13710,77.79,0.02145051,0.6119
SCOWP,22342,47.73,0.02144952,0.5261
INFLATE,14735,72.36,0.02144608,0.5887
OGIVES,22708,46.95,0.02144526,0.5178
AGNATES,14254,74.79,0.02144329,0.5954
AZINES,20352,52.38,0.02144266,0.5269
ILEITIS,16448,64.81,0.02144164,0.5573
OVERATE,16444,64.83,0.02144148,0.5591
RETINAL,15352,69.43,0.02143824,0.5751
FANTASIE,13858,76.89,0.02143230,0.5861
FRIVOL,36013,29.59,0.02143098,0.4565
RETUNES,14518,73.38,0.02142911,0.5751
HEST,28732,37.08,0.02142874,0.4858
DOUC,39999,26.63,0.02142816,0.4552
FLITT,42050,25.33,0.02142792,0.4505
COHOE,32989,32.29,0.02142712,0.4756
BLENT,47255,22.54,0.02142649,0.4446
JOLTER,27801,38.31,0.02142422,0.4835
ESTROGEN,14392,74.01,0.02142398,0.5717
SEROTINY,13614,78.24,0.02142307,0.5751
SNAB,25592,41.62,0.02142295,0.5115
NESH,27973,38.07,0.02142158,0.4936
ENTRAIL,15012,70.94,0.02142074,0.5491
WART,36774,28.96,0.02141983,0.4561
NOSHERIE,12788,83.28,0.02141963,0.6148
NURL,62351,17.08,0.02141899,0.4474
SOILURE,14836,71.77,0.02141714,0.5943
BWANA,33374,31.90,0.02141627,0.4872
FLAVIN,35402,30.07,0.02141402,0.4568
EMIT,39680,26.83,0.02141217,0.4430
DECO,35648,29.86,0.02141008,0.4665
CRISTAE,13318,79.92,0.02140970,0.5800
TOQUETS,17953,59.28,0.02140698,0.5582
JUKU,31924,33.34,0.02140652,0.4961
WOOPY,29593,35.96,0.02140644,0.5025
IDEATA,39676,26.82,0.02140296,0.4281
RERAILS,14566,73.05,0.02140217,0.5714
WIFEYS,19797,53.74,0.02140077,0.5381
FELL,43348,24.54,0.02139892,0.4602
GORDITAS,14640,72.66,0.02139513,0.5895
SWALIER,13660,77.87,0.02139447,0.6018
WOUNDIER,14730,72.21,0.02139441,0.5985
ROSINIER,15239,69.80,0.02139361,0.5540
DULY,37547,28.33,0.02139340,0.4861
FAERY,26054,40.82,0.02139340,0.5050
PACO,34339,30.97,0.02139159,0.4727
OOZES,21255,50.04,0.02139153,0.5305
TOWAGE,33242,31.99,0.02139071,0.4592
THIEVE,30181,35.24,0.02139015,0.4673
MOPY,27675,38.42,0.02138870,0.5096
FORELIE,15871,66.99,0.02138618,0.5802
DEMOB,31202,34.08,0.02138566,0.4943
TRIAXON,14619,72.73,0.02138552,0.5954
WALTIER,15331,69.35,0.02138544,0.5724
JOUALS,19476,54.58,0.02138188,0.5500
OUTRAVE,17866,59.50,0.02138180,0.5500
JANTIES,12436,85.46,0.02137751,0.6272
OROPESA,14358,74.02,0.02137554,0.6143
AGATE,38098,27.89,0.02137323,0.4478
CHAM,27583,38.52,0.02137156,0.5016
TERBIAS,13579,78.25,0.02137144,0.5793
PTERINS,13511,78.64,0.02137108,0.5903
DIRT,54482,19.50,0.02137045,0.4370
MAGIC,32470,32.72,0.02136987,0.4781
ELOGY,31217,34.03,0.02136689,0.4995
NOVEL,42889,24.76,0.02135786,0.4434
GEOIDAL,16628,63.86,0.02135666,0.5796
UREDO,42461,25.00,0.02135229,0.4354
ORBIEST,13230,80.23,0.02135030,0.6241
TENAILS,13837,76.68,0.02134169,0.5729
MIRK,32170,32.98,0.02133970,0.4859
ARGEMONE,13896,76.35,0.02133944,0.6056
ROCH,31045,34.17,0.02133938,0.4814
PIPI,39355,26.96,0.02133916,0.4508
CLOVE,36059,29.42,0.02133801,0.4674
REACTION,12696,83.55,0.02133676,0.6017
LOURIE,33245,31.91,0.02133646,0.4584
PUNY,33138,32.00,0.02133200,0.4885
JANITORS,13636,77.77,0.02133021,0.6009
BIER,40759,26.01,0.02132578,0.4394
NEREIDS,13752,77.09,0.02132313,0.5990
GLAIRIER,15926,66.56,0.02132208,0.5595
MIKE,30712,34.51,0.02131910,0.4851
HERNIAS,12843,82.52,0.02131715,0.6099
DILUTEE,16863,62.85,0.02131609,0.5714
LOGY,33284,31.84,0.02131406,0.4862
ACINI,46141,22.96,0.02131188,0.4098
NALA,37043,28.60,0.02130863,0.4732
ENCIERRO,14286,74.15,0.02130589,0.5734
FORESAID,13449,78.76,0.02130502,0.6040
TORAH,29599,35.78,0.02130398,0.4719
PIVOTS,21441,49.40,0.02130307,0.5255
COME,34373,30.81,0.02130291,0.4670
IONONES,15329,69.08,0.02130044,0.5795
OEDEMAS,14098,75.11,0.02129945,0.6236
POINTIER,14529,72.88,0.02129758,0.5671
FAIRIEST,15905,66.57,0.02129736,0.5495
FLAVINE,20635,51.31,0.02129442,0.5371
PACY,27828,38.04,0.02129410,0.5032
BARQUE,24115,43.90,0.02129169,0.4894
PYXIE,25119,42.14,0.02128887,0.5160
DRENT,51093,20.72,0.02128857,0.4266
KHOJA,21952,48.21,0.02128580,0.5473
AEGROTAT,14853,71.25,0.02128572,0.5829
ATROPIN,15340,68.98,0.02128330,0.5720
IRONIST,14632,72.32,0.02128302,0.5677
WURLIE,39893,26.51,0.02127455,0.4355
TYDE,32316,32.73,0.02127385,0.4825
RENOTIFY,13496,78.37,0.02127347,0.6164
AROINTED,13945,75.84,0.02127337,0.5823
BONED,32453,32.58,0.02126751,0.4817
DEGS,25194,41.96,0.02126439,0.5128
HANK,26414,40.02,0.02126212,0.5137
ENTIRELY,13586,77.80,0.02126033,0.5867
WHIDS,22415,47.16,0.02126003,0.5381
BIGHT,35518,29.76,0.02125900,0.4692
TEQUILA,14828,71.27,0.02125758,0.5842
SKEG,23042,45.86,0.02125663,0.5210
ENGAOLS,14230,74.26,0.02125446,0.6093
PERENTIE,14098,74.94,0.02124989,0.5692
GOUGE,49223,21.46,0.02124927,0.4382
STEWIER,13489,78.31,0.02124684,0.5896
THRIP,32741,32.26,0.02124599,0.4544
DOTTIER,15392,68.62,0.02124498,0.5648
ADAGIOS,15306,69.00,0.02124225,0.6059
GUGA,51745,20.41,0.02124118,0.4475
BABA,34909,30.25,0.02123907,0.4767
ONESIES,14223,74.23,0.02123438,0.5944
TRINDLE,16541,63.82,0.02123169,0.5499
JOTTED,28165,37.48,0.02123018,0.4799
ETIOLINS,14691,71.84,0.02122918,0.5704
KYTE,26918,39.20,0.02122495,0.5071
HENRY,27337,38.60,0.02122362,0.5005
REQUOTE,15487,68.13,0.02122195,0.5816
BLOC,40571,26.01,0.02122161,0.4673
GUYS,22318,47.27,0.02122133,0.5290
PONG,40754,25.89,0.02121944,0.4556
TONTINER,15447,68.29,0.02121809,0.5499
PURE,33224,31.75,0.02121500,0.4727
EVOVAE,35623,29.61,0.02121437,0.4517
VULVA,40795,25.85,0.02121294,0.4542
HAILIER,16212,65.05,0.02121027,0.5767
APOGEES,14531,72.57,0.02120993,0.6160
DIARIST,14242,74.03,0.02120781,0.6021
GOLEM,35367,29.81,0.02120777,0.4723
MERIDIAN,13882,75.95,0.02120727,0.5871
INSANIE,14839,71.04,0.02120377,0.5687
PALE,30161,34.95,0.02120359,0.4825
LIONIZER,16831,62.63,0.02120295,0.5578
AFRIT,29423,35.82,0.02119993,0.4627
RELIQUE,17179,61.35,0.02119975,0.5421
SWOT,22854,46.12,0.02119941,0.5256
ZEOLITE,16246,64.87,0.02119808,0.5648
APHID,30468,34.59,0.02119762,0.4930
BILK,35258,29.89,0.02119613,0.4835
HIMBO,29727,35.45,0.02119474,0.5020
ALLERION,15417,68.32,0.02118661,0.5596
JACENT,24908,42.29,0.02118623,0.4866
JERBOA,22929,45.93,0.02118390,0.5160
BELL,41830,25.18,0.02118301,0.4596
ETRANGER,14529,72.48,0.02118215,0.5598
AGRIZED,18966,55.52,0.02118082,0.5529
ONDATRA,15879,66.31,0.02117716,0.5833
GRAVITON,13724,76.71,0.02117599,0.6016
OSIERIES,15139,69.54,0.02117567,0.5414
ONION,52564,20.02,0.02117137,0.4257
FLOOD,34984,30.09,0.02117030,0.4824
DECIARES,13923,75.59,0.02116958,0.5813
VOLAR,38098,27.62,0.02116839,0.4724
STEADIER,12663,83.10,0.02116451,0.5946
STANDEN,14055,74.86,0.02116334,0.5950
WARD,34166,30.79,0.02116159,0.4717
ENNUI,54835,19.19,0.02116137,0.4059
CIRE,37632,27.96,0.02116055,0.4539
TRIPTANE,14355,73.29,0.02116053,0.5652
TOOTSIE,15006,70.11,0.02116031,0.5796
SWIFTY,20298,51.83,0.02115986,0.5369
EELIEST,14605,72.02,0.02115773,0.5823
GRAECISE,13209,79.63,0.02115753,0.5865
DURZIS,20263,51.90,0.02115447,0.5328
LENITIES,14929,70.44,0.02115071,0.5412
SEICENTO,13159,79.90,0.02114900,0.5868
RADIOING,14330,73.38,0.02114900,0.5824
SEAZE,19060,55.16,0.02114769,0.5386
CEZVES,20833,50.47,0.02114755,0.5298
DOWPS,20953,50.18,0.02114723,0.5420
INNOVATE,14406,72.97,0.02114488,0.5870
NIEVE,35694,29.45,0.02114419,0.4389
USER,31119,33.77,0.02114007,0.4841
TIRR,78981,13.31,0.02113691,0.4131
OARLIKE,14841,70.81,0.02113639,0.6051
VIZIED,22627,46.44,0.02113430,0.5207
BLUD,43438,24.19,0.02113257,0.4626
CHAT,29159,36.03,0.02113150,0.4872
REQUITAL,11933,88.04,0.02113056,0.6407
KORUN,31373,33.49,0.02113026,0.4762
APP,36556,28.74,0.02112895,0.4775
BIGGS,23645,44.42,0.02112806,0.5196
VIGOUR,41761,25.15,0.02112714,0.4313
FLOREANT,13886,75.64,0.02112653,0.6055
EUDAEMON,14224,73.84,0.02112629,0.6008
TEGUA,36786,28.55,0.02112535,0.4464
MOIRAI,37343,28.12,0.02112167,0.4406
